Country Name,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),Adjusted savings: natural resources depletion (% of GNI),Adjusted savings: net forest depletion (% of GNI),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)","Annual freshwater withdrawals, total (% of internal resources)",CO2 emissions (metric tons per capita),"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Control of Corruption: Estimate,Cooling Degree Days,Economic and Social Rights Performance Score,Energy intensity level of primary energy (MJ/$2017 PPP GDP),"Fertility rate, total (births per woman)",Food production index (2014-2016 = 100),Forest area (% of land area),GDP growth (annual %),Government Effectiveness: Estimate,"Government expenditure on education, total (% of government expenditure)",Heat Index 35,Heating Degree Days,Individuals using the Internet (% of population),"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Land Surface Temperature,"Life expectancy at birth, total (years)","Mammal species, threatened",Methane emissions (metric tons of CO2 equivalent per capita),"Mortality rate, under-5 (per 1,000 live births)",Net migration,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Political Stability and Absence of Violence/Terrorism: Estimate,Population ages 65 and above (% of total population),Population density (people per sq. km of land area),Prevalence of undernourishment (% of population),Proportion of seats held by women in national parliaments (%),Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Regulatory Quality: Estimate,Renewable energy consumption (% of total final energy consumption),Rule of Law: Estimate,"School enrollment, primary (% gross)","School enrollment, primary and secondary (gross), gender parity index (GPI)",Scientific and technical journal articles,Standardised Precipitation-Evapotranspiration Index,Strength of legal rights index (0=weak to 12=strong),Terrestrial and marine protected areas (% of total territorial area),Tree Cover Loss (hectares),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Voice and Accountability: Estimate
Singapore,100.0,100.0,0.0002057840395313,0.0002057840395313,0.9192200557103064,0.0281098874392467,83.11666666666666,7.6866837020672705,20.7052204629064,2.09472370147705,5952.65,2.479560929,2.5,1.1,131.01,21.434540389972145,3.646972071085415,2.14482593536377,13.2804718017578,0.0,0.0,95.95386476,79.262,33.528687,84.46585365853659,14.0,0.7646497411888937,2.1,21324.0,1.813547274819564,18.76588248,1.45994246006012,13.154199090183,7595.49582172702,,29.126213592233,80.8930071398572,2.21437835693359,0.92,1.77927768230438,99.8746490478516,0.996010005474091,12221.19,1.831059358,8.0,2.463630223174,201.0,3.199,-0.0494473651051521
Slovak Republic,100.0,100.0,0.012411815224992,0.0,38.60232945091514,2.219394332905676,4.404761904761905,5.3190548079285165,5.10477524844871,0.213603869080544,272.4,2.354499506,4.34,1.59,86.15,40.056156405990016,1.7504481397421188,0.378621488809586,9.35237979888916,0.0,6054.57,88.92560523,75.778,13.9377392,76.86585365853658,4.0,0.8079211662139139,5.6,1746.0,0.372184886423402,18.36521464,0.44343426823616,16.8241845935455,113.29548668885192,2.8,21.3333333333333,83.55698720422765,0.850252985954285,17.64,0.622537851333618,100.064170837402,1.00653994083405,5420.07,-0.827122417,7.0,37.5865817729414,6098.0,5.828,0.886331796646118
Slovenia,100.0,100.0,0.1565367749262336,0.14883553078106,30.34107387616456,1.8370217328001448,5.372254954472415,5.934735178858258,2.65495639467145,0.76738029718399,328.82,2.536434656,3.2,1.59,94.0,61.371114002502935,2.4607833136610395,1.0690666437149,11.5017423629761,0.0,5296.17,88.91242151,76.61,14.8096989,80.53170731707318,6.0,0.8072326210902775,2.2,7681.0,0.3842674757029878,16.96940443,0.706639647483826,20.1009991778588,104.68996444250212,2.5,40.0,85.2306182531894,0.694944024085999,22.4,0.972656548023224,99.7762680053711,1.00721001625061,3827.5,-1.07333105,3.0,40.0922967119877,2233.0,3.518,0.972445666790009
Small states,61.99174376518482,83.22921726466599,6.482265615831443,0.3960378727033058,32.343723990597226,2.6481935574955946,1.1349177133434185,5.110111017959051,29.24703574741466,,,,6.151592771160704,2.677930116084508,,39.53801265967565,5.633857767763018,,14.3199806213379,,,68.21788119018058,66.16736079026464,,69.08257253033294,349.0,2.499375200360078,39.655014453647546,-220115.0,0.3907131710336207,31.189465962154767,,5.996325377585115,17.113248029024152,16.9147627677569,21.517085993240705,75.99663018869204,,24.977412708542257,,102.560539245605,1.01010000705719,9956.777543033577,,5.604166666666667,19.544664475459715,,8.509248687647878,
Solomon Islands,8.9,76.347526550293,0.0,0.0,4.287245444801715,34.1198383133867,,0.3230655491752641,23.3994420494799,-0.184422299265862,5392.68,2.161281961,4.41,4.038,100.49,90.11218292247231,-4.06243940275354,-0.674787521362305,,0.0,0.0,36.131954,85.688,26.0624587,70.199,19.0,0.6018640983461879,18.8,-808.0,0.0336774046537064,12.89495904,0.379514664411545,3.46286588140317,25.289424794569488,19.0,8.0,95.9388155071842,-0.766386210918427,49.08,-0.241932362318039,104.318099975586,,15.8,-0.001361151,10.0,0.150365792501757,12000.0,1.601,0.321038097143173
Somalia,3.8,49.3240242004395,11.2979192936073,11.2979192936073,70.34303567443492,,54.96666666666666,0.0399346532651356,61.0164601667836,-1.79245460033417,5776.73,,8.42,6.417,98.94,9.40996907578028,2.433092486334857,-2.02636790275574,4.18987464904785,6.91,6.28,,34.938,38.6880967,55.967,16.0,1.1339444413671729,111.8,-11383.0,0.3960176418163954,30.36142727,-2.48343443870544,2.6158408087602,27.20308126374853,48.7,19.7080291970803,44.74669487043892,-1.90015578269958,95.37,-2.28685545921326,8.44797897338867,,32.73,0.441378142,0.0,0.0,169.0,19.194,-1.73443591594696
South Africa,88.4,89.3,4.39467992212987,0.0,79.41785028316119,2.830275130795427,45.33482142857143,6.687563147377806,35.6803578327848,-0.319765210151672,1545.37,1.899644574,6.95,2.401,113.24,14.025084701052684,1.91040616938092,-0.125317960977554,19.7500400543213,0.04,1655.4,72.310492,60.824,28.6246555,65.252,30.0,1.2280756571123936,32.8,30852.0,0.3059931546120929,28.67475434,-0.722118079662323,6.00053469336587,48.95947951100083,7.9,46.5,81.499229847681,-0.185125753283501,9.76,0.01973732188344,98.1153106689453,1.00926995277405,15884.53,0.393334955,5.0,12.7377941014656,52067.0,28.396,0.707014203071594
South Asia,62.89271347791829,98.76807242744611,1.4049075581858417,0.1530408417135796,56.74151761381265,16.575770596007576,46.21314411405625,1.33779148421422,25.278623723012497,,,,3.998408565044409,2.267097782626317,,18.867988645987943,6.486711863420268,,10.56934595108032,,,42.58726466683196,55.35244736941399,,69.7483309161325,252.0,0.5337596788366297,37.1,-302152.0,0.2078887886393111,77.563400343277,,6.227644213261514,398.7135761783771,16.326261071718704,18.15747188002144,41.38172037383601,,37.8106319649424,,105.089416503906,0.992489993572235,174644.51,,5.5,6.026767209514085,,4.949247329163314,
South Asia (IDA & IBRD),62.89271347791829,98.76807242744611,1.4049075581858417,0.1530408417135796,56.74151761381265,16.575770596007573,46.21314411405624,1.33779148421422,25.278623723012497,,,,3.998408565044409,2.2670977826263177,,18.867988645987943,6.486711863420268,,10.56934595108032,,,42.58726466683197,55.35244736941399,,69.74833091613252,252.0,0.5337596788366297,37.05196013691347,-302152.0,0.2078887886393111,77.563400343277,,6.227644213261514,398.7135761783771,16.326261071718704,18.15747188002144,41.38172037383601,,37.8106319649424,,105.089416503906,0.992489993572235,174644.51,,5.5,6.026767209514086,,4.949247329163314,
South Sudan,0.0,7.74776268005371,,,44.708591141423895,,2.5307692307692307,0.1643091365100898,61.3045825239178,-1.85575520992279,6391.77,,,4.543,114.76,11.325621508711407,,-2.3898651599884,11.2075309753418,1.45,0.0,6.5,71.545,33.8120924,55.48,14.0,3.0534817320051704,98.7,-74415.0,2.057117992100301,37.55277786,-2.21005392074585,2.80060006258588,17.008643362397734,21.4,32.3636363636364,98.93646952900794,-2.10399270057678,33.22,-2.05544900894165,81.8614349365234,,14.27,-0.58457909,2.0,15.5015012638986,2812.0,12.038,-1.69861781597137
Spain,100.0,100.0,0.0386458889686458,0.0,52.4848941208322,2.3383495113181523,26.097122302158272,4.2795945712141,5.61044466480471,0.68531209230423,1010.31,2.483521785,2.67,1.19,98.83,37.17275210932335,5.770647676180516,0.92075788974762,9.1786003112793,0.0,3433.47,94.4855432,74.1,22.3735988,82.33170731707318,17.0,0.8382281604677482,3.0,208791.0,0.4425225547920746,9.728788477,0.265326976776123,19.6725085886783,94.8822087969797,2.5,42.9799426934097,83.74868710016233,0.797074437141418,19.35,0.79993212223053,102.899139404297,1.02069997787476,65638.38,-0.796024159,5.0,17.9239115343373,85792.0,12.137,1.01301276683807
Sri Lanka,32.6,100.0,0.0557572590048974,0.0557572590048974,45.45748464274168,8.749250343489901,24.518939393939394,0.9966832428486702,9.47024212360678,-0.383287221193314,5668.45,2.382423027,1.73,2.0,99.24,34.10701584222438,-7.823977326469063,-0.391204476356506,5.34583044052124,19.06,0.0,44.45308724,56.115,29.685627,76.393,30.0,0.3822104646197362,6.7,-92400.0,0.1440392018796478,19.96439581,-0.785569846630096,10.8029791003068,358.16359521500164,5.3,5.33333333333333,44.63858438595515,-0.65364283323288,49.32,-0.0569253154098988,96.8717575073242,1.02416002750397,1779.47,1.261632326,2.0,3.37864224349665,13296.0,6.643,-0.191544353961945
St. Kitts and Nevis,100.0,100.0,,,23.07692307692308,1.2216053770009327,50.83333333333333,4.84866294446077,,0.3897884786129,5352.85,2.27892501,2.59,1.55,115.11,42.30769230769231,8.845208845208901,0.392122596502304,11.4885663986206,0.0,0.0,79.47306769,,27.1562871,71.627,2.0,1.7226568573947358,14.6,-191.0,0.146645249989505,8.789142812,0.94386225938797,9.1945216980637,183.1,,31.25,,0.584444940090179,1.38,0.502344727516174,123.615493774414,0.965529978275299,33.69,-1.849589675,5.0,4.46399141215136,9.0,,0.764573812484741
St. Lucia,94.4,100.0,0.0139368028769399,0.0139368028769399,16.295081967213115,1.44326801517067,14.3,2.785139229065427,7.9406531999336,0.578853130340576,5527.75,2.323542936,3.35,1.411,90.59,34.04918032786885,15.879512207619186,-0.0970938131213188,16.8981609344482,0.0,0.0,78.09560329,76.114,25.8500823,73.416,2.0,1.5223392324129503,24.8,0.0,0.1527436578385043,21.22131742,0.869225919246674,8.91643164199256,294.5098360655738,,11.1111111111111,85.09580105992661,0.439211994409561,9.66,0.661592185497284,103.664779663086,1.00592994689941,3.26,-1.578834717,5.0,0.931002347780844,35.0,14.743,0.844048798084259
St. Vincent and the Grenadines,92.9,100.0,0.0194318111237814,0.0194318111237814,17.94871794871795,4.667507447942493,7.9,2.1006957718480006,13.1084180064473,0.756104052066803,5517.73,2.290809975,2.56,1.814,101.11,73.17948717948717,4.909927487446453,0.317980945110321,15.2270812988281,0.0,0.0,84.91281395,72.835,24.9572252,72.126,2.0,0.6477576171725666,13.7,-379.0,0.0949777028060249,21.12973864,1.04379844665527,10.6749814828089,267.51794871794874,3.1,18.1818181818182,73.12243515677915,0.348867624998093,5.01,0.644336640834808,112.82568359375,1.00522005558014,7.4,-0.993760947,5.0,0.466563474399742,13.0,18.59,0.846518158912659
Sub-Saharan Africa,19.118874597879064,50.58148381123732,6.3212400820711805,1.5652874508154089,44.12827715147594,17.298513570810837,3.36257347068988,0.6608761727757183,53.60090127010962,,,,6.226068975670364,4.666824277324486,,26.08441040610652,3.58545220251105,,14.4039645195007,,,35.861738732934576,67.62645477849428,,60.84889442446641,967.0,0.8099103941574478,73.0,-148716.0,0.4271621016230926,44.03506116674598,,3.0574715510847303,49.43994732850985,21.59988927895946,26.33820651548292,84.09489269971071,,70.57317869135035,,98.8512268066406,0.940919995307922,39577.95,,5.145833333333333,14.718656372183348,,6.235160271046655,
Sub-Saharan Africa (IDA & IBRD),19.118874597879067,50.58148381123732,6.32124008207118,1.565287450815409,44.12827715147594,17.298513570810833,3.36257347068988,0.6608761727757183,53.60090127010962,,,,6.226068975670364,4.666824277324485,,26.084410406106528,3.58545220251105,,14.4039645195007,,,35.86173873293457,67.62645477849426,,60.84889442446641,967.0,0.8099103941574476,72.99473399573631,-148716.0,0.4271621016230926,44.03506116674599,,3.05747155108473,49.43994732850985,21.59988927895946,26.33820651548291,84.09489269971071,,70.57317869135035,,98.8512268066406,0.940919995307922,39577.95000000001,,5.145833333333333,14.718656372183345,,6.235160271046654,
Sub-Saharan Africa (excluding high income),19.11207725208704,50.57733062047256,6.325223294392604,1.5662118976213657,44.1290619439056,17.309644211333758,3.36257347068988,0.6604126328758526,53.60476179797113,,,,6.227983247728743,4.667023491474938,,26.08350204256289,3.580910944681221,,14.4039645195007,,,35.85728551011762,67.62645477849428,,60.84749279160246,961.0,0.8098974070702603,72.99710506297296,-148862.0,0.4271951279949895,44.03753964704777,,3.0570797706469737,49.43674455190003,21.60136543709327,26.352288488210824,84.09489269971071,,70.59143089893861,,98.8512878417969,0.940919995307922,39545.130000000005,,5.212765957446808,14.71831228151754,,6.235160271046655,
Sudan,62.8,61.7677192687988,5.787504354394574,0.0,60.3130835117773,5.031292050897451,673.375,0.4679539283166255,35.5456510407433,-1.39786016941071,6070.03,1.763583144,4.76,4.542,116.41,9.736290149892932,-0.953407030476754,-1.70530915260315,,3.78,214.27,28.4,49.81,40.1868374,65.614,16.0,1.2575784186968613,54.9,86.0,0.6593252510784873,54.67729786,-1.99889421463013,3.3379844225826,24.441756959314777,11.9,30.5164319248826,41.08845944073468,-1.58131110668182,62.13,-1.26452505588531,77.7693176269531,0.957329988479614,378.39,-0.557039771,3.0,2.75327438911994,50.0,20.813,-1.50051319599152
Suriname,94.8,98.8232574462891,9.60513004268689,1.89881865279347,0.5,8.058740320646459,0.6221212121212122,4.285076556876117,11.8146625910832,-0.405177503824234,5210.67,2.107742495,4.71,2.371,87.89,97.3336108974359,2.433723709005392,-0.943955838680267,13.9423456192017,0.0,0.0,65.93980141,59.674,26.1560823,72.561,9.0,2.3319934718687456,17.2,-313.0,0.293362697569453,21.17742119,0.39629203081131,7.1148064869495,3.9293910256410256,9.0,29.4117647058824,69.69257404894483,-0.789872884750366,14.66,-0.127625867724419,98.0430068969727,1.08537995815277,19.52,1.573957961,2.0,8.48307406735323,12262.0,8.015,0.36726301908493
Sweden,100.0,100.0,0.5760447879878253,0.0,7.373020770738734,1.463661357315032,1.4520467836257311,3.242989143127474,5.91546177237149,2.06165814399719,50.08,2.572319677,3.54,1.67,101.15,68.69906895820047,2.911772028441618,1.57297706604004,13.4986047744751,0.0,8555.34,95.00970335,83.403,2.93792374,82.35609756097561,1.0,0.4628502830266495,2.5,81066.0,0.6163237669173209,5.647572855,0.902623057365417,20.0325934028449,25.57385697443113,2.5,46.4183381088825,89.9038188730636,1.68157696723938,58.4,1.69006848335266,117.347633361816,1.06958997249603,21880.49,-0.327960908,7.0,15.5281205234679,333157.0,7.735,1.52103972434998
Switzerland,100.0,100.0,0.0021097797226387,0.0017152278303913,37.94969226489846,0.6145749426449728,4.217821782178218,4.042072814753408,4.74880946988912,2.0093138217926,91.46,2.404319478,1.54,1.46,97.39,32.20860332025383,2.5683281783406926,2.04994893074036,14.5508413314819,0.0,7628.89,95.56937168,83.231,11.0630417,83.0,3.0,0.5759601033413686,3.8,53786.0,0.2774561466570395,9.902709701,1.16113972663879,18.7258475405716,220.31454103721043,2.5,41.5,85.65199161425576,1.62011301517487,26.37,1.75180673599243,101.478240966797,0.968540012836456,23075.04,0.151314304,6.0,12.1402102955477,3456.0,3.838,1.61555957794189
Syrian Arab Republic,96.3,88.8245315551758,1.398983466658441,0.0305637928342611,75.76853455317757,27.82214694523863,195.7992148065059,1.2148024837532334,10.6566129269053,-1.77599906921387,3292.03,,10.68,2.798,96.98,2.8431084245493654,1.2997380895183142,-1.75204491615295,,2.9,2109.22,35.78,40.325,35.6878318,72.14,14.0,0.7684967944544242,22.3,270006.0,0.157110354291315,30.95362503,-2.79725193977356,4.55117416598229,116.12681479061156,27.8,11.2,22.2286864366804,-1.82389974594116,1.08,-2.06944227218628,74.367431640625,,453.27,-1.900984134,1.0,0.662807728956845,2856.0,13.487,-1.89377081394196
Tajikistan,85.5,99.5654678344727,5.3746866690413695,0.641753988817239,35.42762446862166,22.44908054608252,16.706586826347305,0.9775330242758016,19.4927277240652,-1.43415355682373,488.37,2.424146958,4.4,3.237,150.12,3.0607392463433967,8.00000000014505,-0.756126046180725,18.7470512390137,0.02,12409.59,,42.578,11.8751279,67.994,7.0,0.5785142711459574,31.4,-3564.0,0.2547531589747556,38.31858602,-0.694840013980865,3.23618674518954,70.2504791411485,9.3,26.984126984127,61.670545440322286,-1.19797742366791,38.75,-1.25580060482025,,,111.68,-1.843996593,11.0,22.2786610873402,0.0,6.898,-1.67276620864868
Tanzania,6.9,42.7433624267578,3.340368553825068,0.0,44.616391962068185,24.269032819534456,6.171428571428572,0.233945592120175,54.3369886339401,-0.341099858283997,3061.48,1.89869859,6.55,4.795,109.9,51.11311808534658,4.558027338585873,-0.42673471570015,14.3321094512939,0.08,40.39,31.63313086,82.317,31.125632,66.408,41.0,0.7533867627002612,47.1,-15795.0,0.4423208375114444,24.74048013,-0.265859961509705,3.12767778203859,71.7863332580718,23.5,36.8556701030928,89.82289034571896,-0.563533365726471,83.95,-0.443158507347107,95.504638671875,1.04410994052887,896.7,-0.293947191,5.0,31.1556973146243,165077.0,2.556,-0.65902853012085
Thailand,85.1,100.0,1.38139891324547,0.0,45.998160073597056,8.814624050012908,25.52536635339183,3.714255806004125,13.9039699177043,-0.452194035053253,5751.55,2.338696702,4.63,1.341,104.2,38.82831920765722,2.597644125867177,0.128285065293312,14.6416454315186,49.43,2.98,87.97728101,76.455,30.5628594,79.274,59.0,1.0617988810848964,8.3,35526.0,0.2928518151296922,27.40271356,-0.383099317550659,13.8503665118077,140.14974456340894,5.2,15.7464212678937,78.2999272342396,0.165019407868385,20.83,0.067307785153389,101.586883544922,1.02751123905182,13963.09,0.311447362,7.0,13.2989614045346,122816.0,0.89,-0.622607707977295
Timor-Leste,15.2,100.0,57.302015212407404,0.103023484939704,22.958977807666443,10.229846106704636,14.266585514303104,0.3431551659814076,40.0552374196527,-0.265985161066055,4465.42,2.075492742,1.73,3.247,101.69,61.849361129791525,-20.54158677317849,-0.767780125141144,7.47076988220215,0.27,0.0,39.45131242,66.354,28.6878595,68.475,5.0,3.688394794595364,50.5,-3506.0,0.2106325932022815,15.65130893,0.27340030670166,5.37205912330432,88.83268325487559,22.3,40.0,84.67137093979179,-0.472811251878738,11.11,-0.883395969867706,110.747108459473,1.03229761123657,11.87,-2.20712205,0.0,5.18824097960241,1431.0,1.79,0.487551420927048
Togo,11.4,55.7401161193848,6.74823862834166,2.975664446497,70.23349880492738,18.34998990258057,1.9391304347826088,0.2860618436544279,48.5624412207673,-0.64967155456543,5994.07,2.096317821,8.68,4.323,128.24,22.17889317889318,5.810546567571365,-0.64258873462677,14.4758195877075,21.37,0.0,34.98405528,58.844,33.2183278,61.035,13.0,0.3600655146886378,62.6,-995.0,0.2302204381835884,46.21037553,-0.711050152778625,3.05815283953483,158.94151498437213,17.4,18.6813186813187,94.0003348961822,-0.562867999076843,76.62,-0.55883401632309,122.478256225586,0.910440027713776,86.33,-0.417483022,6.0,22.0703732799987,5898.0,3.724,-0.762097477912903
Tonga,86.8,100.0,0.0385988144044086,0.0385988144044086,48.61111111111111,16.323248464254505,,1.1220476181427783,11.082843800717,-0.420627415180206,4102.08,2.43401525,3.82,3.267,97.78,12.430555555555555,-2.667506175231267,-0.16647757589817,9.76537227630615,0.0,0.0,71.58657964,56.051,25.2053392,70.928,2.0,0.8772891196534098,11.1,-948.0,0.4965955593136603,10.58622123,1.11424672603607,6.18218785034298,147.24583333333334,,3.7037037037037,64.7426014933043,-0.347820729017258,2.06,0.594402670860291,109.860557556152,1.05174005031586,9.24,-0.06890247,10.0,0.0727442804921326,,2.365,0.839519560337067
Trinidad and Tobago,100.0,100.0,6.362004396834128,0.0545034195767686,10.526315789473683,1.076958443260543,8.755208333333334,10.15711917225407,6.97721770742153,-0.37968635559082,5352.8,2.119287813,17.71,1.631,93.08,44.39961013645224,1.4822439179133369,-0.0251202769577503,8.58953094482422,0.0,0.0,79.0,62.56,26.531354,74.406,2.0,4.391755459122206,16.3,2370.0,0.2717492825134852,21.97072547,0.357974648475647,10.6744274434557,297.40019493177385,12.2,26.1904761904762,71.91860282820683,-0.0740921869874001,0.47,-0.167874693870544,,,237.39,0.627425475,7.0,2.01441219950381,316.0,3.538,0.646616280078888
Tunisia,99.9,99.9,1.383147006136097,0.210574994098857,62.4388516992791,9.841348451218945,92.10965435041716,2.408622528238803,7.14455905561033,-0.251350313425064,2997.14,2.352248243,3.69,2.114,109.55,4.533084449021628,2.4378660647487607,-0.299408107995987,,2.44,1325.52,78.98965145,52.348,32.8112484,75.292,14.0,0.547111571690952,16.3,-9189.0,0.2711809280642224,30.42981942,-0.596295177936554,8.57849253761165,78.93245365602472,3.0,26.2672811059908,38.89814425821032,-0.414175897836685,12.88,-0.0853122770786285,105.039703369141,,5164.88,-2.457229062,3.0,5.20860865302287,2079.0,17.715,-0.183771133422852
Turkiye,95.4,100.0,0.1558128313125693,0.0,49.49001468237984,6.476925804115383,27.107303964757712,4.885863926083305,5.16531847193368,-0.467645317316055,1114.25,2.340882553,2.49,1.917,128.92,29.0741785013578,5.533469265963788,-0.19902965426445,8.80984497070312,0.14,4723.29,83.43716576,58.314,22.3745715,75.85,19.0,0.6049644425091036,9.0,-80952.0,0.4573031036396613,26.03180162,-1.03986501693726,8.18209546745335,109.33476865506802,2.5,17.3539518900344,49.38732168056895,-0.244638904929161,13.72,-0.458115965127945,102.596397399902,0.977119982242584,42623.31,-1.381388198,7.0,5.67226572455947,79284.0,9.639,-0.9266077876091
Turkmenistan,99.9,100.0,6.202372294057404,0.0005114831322836,72.0064690485817,11.748540216882065,1867.9715302491104,10.184086299232147,21.9530614355745,-1.43677389621735,2533.68,2.215205243,11.14,2.701,112.03,8.782159044964144,1.6999999668810233,-1.1583536863327,27.9983997344971,2.44,3775.19,,51.16,33.0627419,68.687,10.0,19.969583651577697,41.4,-4502.0,0.8522846659706089,26.19766251,-0.100280806422234,4.71578151803122,13.495318451684293,5.7,25.8620689655172,105.66498244412092,-2.06706070899963,0.06,-1.49223685264587,110.284736633301,0.982129991054535,5.5,-2.700467163,,3.2122375017179,0.0,4.101,-1.9442834854126
Tuvalu,74.6,99.6823654174805,,,60.0,,,0.5962598247357485,,0.651753723621368,6101.82,2.324422181,2.54,3.188,110.82,33.33333333333333,0.6773174456069455,-0.311674624681473,,0.0,0.0,71.58657964,,28.9238462,64.382,2.0,1.0456673592917156,21.3,-15.0,0.1303810642334447,6.02840838,1.18453228473663,5.99421808654802,373.4666666666666,,6.25,,-0.144963636994362,6.68,0.812607884407043,98.4408187866211,1.00800001621246,0.39,,,0.0299740661476594,0.0,,1.21925568580627
Uganda,0.700000000000001,45.2203483581543,8.63533350306792,8.63533350306792,71.8880909634949,24.01172205294591,1.6333333333333335,0.1277930348269462,51.6605577071455,-1.04179608821869,3181.56,1.919087357,11.99,4.693,135.53,11.45343756233792,4.588021921781433,-0.583969175815582,8.48236465454102,0.0,7.96,10.34242044,70.672,30.125249,62.851,31.0,0.4769477467103585,42.1,43465.0,0.2793446883252732,35.21822646,-0.807034194469452,1.66481584536345,228.67433672451625,31.6,33.8129496402878,93.37864533686988,-0.490339338779449,93.03,-0.383247643709183,,,934.01,1.154719603,5.0,16.0618448705928,49245.0,2.851,-0.804154872894287
Ukraine,95.2,100.0,2.433542077875613,0.0,71.29962029685882,8.222205697985062,17.166969147005442,3.753816189227924,3.13381595554519,-0.633566200733185,656.2,2.379713114,6.98,1.217,87.83,16.73455298584743,-29.10000000000001,-0.496294170618057,14.2518758773804,0.0,5621.39,79.21829353,66.836,14.9370026,71.18512195121953,11.0,0.7322994450133055,8.2,-2173.0,0.6435357168664433,14.53144476,-1.99760496616364,17.1900576835399,75.63496893337935,4.8,20.3309692671395,75.98295626182488,-0.331597328186035,8.72,-0.918780207633972,92.7711639404297,,12776.85,0.691954679,8.0,12.2779180883833,66593.0,9.83,-0.0248077064752579
United Arab Emirates,100.0,100.0,3.4135173225265887,0.000135657889029,5.513397634469164,0.8237395087428752,1587.3333333333333,20.252271680142616,7.09169127061723,1.15533649921417,6809.87,2.219127235,5.5,1.46,124.86,4.467755561813574,7.850418124929675,1.29996228218079,14.7556104660034,107.13,84.81,100.0,83.658,44.3128752,78.946,8.0,6.131466929692831,6.4,-2762.0,0.1970046990031213,43.66702552,0.700785338878632,1.65397566501915,131.86630526612225,2.5,50.0,59.46009818349787,1.03478074073792,0.92,0.836642742156982,115.833160400391,1.01047003269196,4443.22,-2.37082592,6.0,15.9236658269911,0.0,2.953,-1.12725257873535
United Kingdom,100.0,100.0,0.5615486683525158,0.0,71.15752903732485,0.7642338708068487,5.806206896551725,4.601142250901347,8.1567751410004,1.62015616893768,43.2,2.507283581,2.23,1.56,101.24,13.221455379655271,4.346561400891531,1.23863482475281,11.2324705123901,0.0,5562.72,96.68023657,77.552,12.4360068,80.35121951219514,5.0,0.7515615265813388,4.2,211063.0,0.4128828226385936,10.09284402,0.503939092159271,18.7225119004065,277.0482866944984,2.5,34.5679012345679,87.49418037095444,1.5665100812912,13.5,1.41549122333527,102.179847717285,1.01242995262146,105564.47,-0.091364709,7.0,39.9333390850154,26216.0,4.355,1.23219263553619
United States,100.0,100.0,0.8151931243819504,0.0,44.36336735385497,0.9595666565434334,15.769911702430802,13.032827951989796,5.3020598009239,1.10425877571106,1195.3,2.340760288,4.21,1.6415,100.86,33.86692641203749,1.9356345918708089,1.25599312782288,12.6542158126831,1.29,6469.1,91.75320833,72.675,18.2504072,76.98048780487805,40.0,2.2570600893642574,6.2,675560.0,0.7782606234199191,7.663692516,-0.0360050275921822,16.2234001500798,36.29783632980666,2.5,28.7037037037037,83.8591440612572,1.42443990707397,11.16,1.37168848514557,98.3054885864258,0.986829996109009,455855.57,-0.233875993,11.0,15.8833371610815,2044299.0,3.648,0.84512186050415
Upper middle income,85.61029244135602,99.40398166764074,2.388238475520516,0.031355443574232,34.67054793183708,6.9497543375146815,6.097931507803569,5.923959874363521,8.11044508621289,,,,5.451933741393866,1.631407534874705,,37.68854655717787,3.123288369631723,,15.3551635742188,,,76.39257281697665,72.17070584560508,,75.13900351651543,980.0,1.3402296392659578,11.8,596612.0,0.4296505820738531,34.18731341419525,,10.906989028546,50.59531625480787,3.812901633023625,27.71311194796301,77.11322129382225,,15.762029901503068,,101.90364074707,1.00617003440857,1033579.0300000006,,6.352941176470588,13.876037526997488,,5.461493612942099,
Uruguay,100.0,100.0,0.0192445711283204,0.0,80.38855559364644,7.271275645559053,3.969631236442516,1.899719050499171,7.15428871700658,1.61052799224854,1301.49,2.400625731,2.91,1.477,97.82,11.724374357216318,4.921874463269276,0.849962711334229,16.8211250305176,0.0,1774.4,89.87304314,75.365,24.9371701,78.43,10.0,5.947240556229852,5.8,-1486.0,2.3235585158844074,9.533862914,1.09546458721161,15.338152012205,19.5763912695692,2.5,25.2525252525253,76.9933955630317,0.713579416275024,61.09,0.767688930034637,107.99080657959,1.05238997936249,959.51,-1.215129133,4.0,2.44278917903604,16999.0,8.388,1.2803338766098
Uzbekistan,82.8,99.9,13.98101947566185,0.0,58.30120298738463,23.465394778244,360.4895960832314,3.376303785487577,8.20831596886303,-0.757623434066772,2035.82,2.387295356,7.54,2.904,114.43,8.431804617238507,5.668817053154186,-0.329515904188156,21.8510189056396,0.22,5269.81,76.59043014,60.457,29.1267621,70.331,10.0,1.5658408739762883,14.1,-39203.0,0.4962984501366409,34.78609557,-0.196214869618416,4.8675298116888,79.23490819306801,2.5,33.3333333333333,54.81031949802975,-0.55031543970108,1.03,-0.854107201099396,94.1939697265625,0.994019985198975,1375.29,-2.760579223,6.0,5.76784640342131,4.0,4.326,-1.33025205135345
