Country Name,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),Adjusted savings: natural resources depletion (% of GNI),Adjusted savings: net forest depletion (% of GNI),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)","Annual freshwater withdrawals, total (% of internal resources)",CO2 emissions (metric tons per capita),"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Control of Corruption: Estimate,Cooling Degree Days,Economic and Social Rights Performance Score,Energy intensity level of primary energy (MJ/$2017 PPP GDP),"Fertility rate, total (births per woman)",Food production index (2014-2016 = 100),Forest area (% of land area),GDP growth (annual %),Government Effectiveness: Estimate,"Government expenditure on education, total (% of government expenditure)",Heat Index 35,Heating Degree Days,Individuals using the Internet (% of population),"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Land Surface Temperature,"Life expectancy at birth, total (years)","Mammal species, threatened",Methane emissions (metric tons of CO2 equivalent per capita),"Mortality rate, under-5 (per 1,000 live births)",Net migration,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Political Stability and Absence of Violence/Terrorism: Estimate,Population ages 65 and above (% of total population),Population density (people per sq. km of land area),Prevalence of undernourishment (% of population),Proportion of seats held by women in national parliaments (%),Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Regulatory Quality: Estimate,Renewable energy consumption (% of total final energy consumption),Rule of Law: Estimate,"School enrollment, primary (% gross)","School enrollment, primary and secondary (gross), gender parity index (GPI)",Scientific and technical journal articles,Standardised Precipitation-Evapotranspiration Index,Strength of legal rights index (0=weak to 12=strong),Terrestrial and marine protected areas (% of total territorial area),Tree Cover Loss (hectares),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Voice and Accountability: Estimate
Afghanistan,35.4,97.7,0.3359349346469567,0.3177320549902,58.741548226852494,33.597618872545105,43.01590668080594,0.2234788720070676,32.9304513537869,-1.18377649784088,1847.95,2.037372954,2.57,4.75,111.43,1.8527819940818424,-20.738839367634327,-1.87955236434937,,1.26,5842.72,18.4,38.5,30.8741594,62.575,11.0,0.4162460285182551,55.7,166821.0,0.1247910833175314,52.41704109,-2.5508017539978,2.41695301478831,61.480554405654445,30.1,27.0161290322581,6.98535794895538,-1.27180624008179,17.86,-1.65844225883484,110.007507324219,0.636020004749298,119.74,-2.570209825,10.0,3.6372565953286,26.0,15.378,-1.75158727169037
Albania,83.7,100.0,0.8011667301690784,0.140408155076948,41.47189781021898,18.6228214469268,2.921933085501859,1.5445501152457373,3.0231082827299,-0.407875537872314,809.79,2.344448263,2.41,1.4,105.4,28.791970802919707,4.856401652273064,0.0650628432631493,9.83377838134766,0.0,4050.92,82.61368583,71.367,19.4389756,76.989,3.0,0.9486748188504744,9.5,-9117.0,0.3577310593340237,18.63878032,0.114945493638515,15.822112678783,102.61554744525549,4.1,35.7142857142857,78.08310298443483,0.159353822469711,44.58,-0.16577909886837,95.6067123413086,1.02570998668671,167.16,-0.009599546,8.0,14.1751972700153,1686.0,11.083,0.13946570456028
Algeria,99.7,99.7878265380859,12.790533310571952,0.0,17.347004145287,11.585189679581635,87.15212945674402,3.718223370307596,12.9844112787695,-0.637929856777191,5135.0,2.258692342,5.32,2.942,111.22,0.8222276477585093,3.200001646707065,-0.513090252876282,13.1015062332153,16.6,911.47,70.77,45.641,38.6265931,74.453,14.0,1.991728547761552,22.3,-18797.0,0.2894882695637033,32.83308539,-0.741771519184113,6.01747007813233,18.548603311611128,2.5,8.10810810810811,25.098150442609978,-1.06357324123383,0.15,-0.832472681999207,108.343933105469,,5689.02,-1.79667229,2.0,4.40003633213823,20473.0,12.25,-1.00387418270111
Andorra,100.0,100.0,,,39.9068085106383,0.4956862745098039,,5.7771479922779925,,1.27020359039307,51.96,,,,,34.04255319148936,8.809579348417714,1.49530494213104,6.60595989227295,0.0,6728.18,93.89752157,,10.2783194,,2.0,0.6898450321750322,2.8,1474.0,0.0226359202059202,9.066401367,1.58773648738861,14.1949806949807,168.15744680851063,,46.4285714285714,,1.39833402633667,20.59,1.48544991016388,90.147346496582,,9.7,-0.578294765,,26.8572658896295,2.0,,1.10283291339874
Angola,50.0,48.2238540649414,23.269682921823303,0.739017315475802,36.81479104836769,13.649109462488305,0.4768243243243243,0.5927429677790373,59.1622729537789,-0.601941287517548,2896.69,1.518007393,2.7,5.371,124.09,52.98172238710194,3.0454030095492755,-1.04042935371399,6.64047193527222,0.0,65.46,32.60230173,76.156,30.3124645,62.261,18.0,0.9783044948550764,69.4,7557.0,0.5312196262792158,28.4208104,-0.646240890026093,2.58997520856912,27.67608406192348,21.6,33.6363636363636,93.59884738087888,-0.606698572635651,61.02,-1.02190458774567,88.5748672485352,,45.41,0.120742114,1.0,5.00470976181898,298294.0,14.223,-0.7971311211586
Antigua and Barbuda,100.0,100.0,,,20.454545454545457,1.954438733422172,8.461538461538462,5.121730121730122,9.83439461391756,0.310604453086853,5399.36,2.303735694,4.94,1.569,89.95,18.302954545454543,9.516395643594606,-0.159468576312065,10.2994956970215,0.0,0.0,95.66338947,,29.2124798,78.841,2.0,2.21084587326254,6.1,0.0,0.1269476064059397,17.59200058,0.94386225938797,9.80477855477855,211.86136363636365,,11.1111111111111,,0.28908696770668,0.72,0.391315579414368,112.12223815918,0.979240000247955,7.29,-2.046584309,5.0,0.381997432716486,39.0,,0.721560716629028
Arab World,88.09253583239398,90.8456612947772,4.5985059879188,0.0756855829815292,39.970742355345294,4.352708805481239,216.45971732075407,3.929077744470488,18.81814280691598,,,,5.154989442264183,3.186002778602424,,2.791120844538008,6.033833417471215,,,,,76.30907665103183,48.52028930820486,,70.92335958723314,248.0,1.4448354950664108,34.45451133110253,-1585167.0,0.2520800467675794,49.22713935383949,,4.355763402971967,34.84742727390488,12.286579556557866,18.24625886059333,31.664309864099565,,5.138584984174622,,89.5066223144531,0.953429996967316,80189.86000000002,,3.090909090909091,3.3350155142292617,,10.758283346138256,
Argentina,99.9,100.0,2.051994832551212,0.0,43.1023461553921,6.639898278402027,12.907534246575342,3.4056175404138016,17.5964944783087,-0.447030484676361,1419.49,2.319399605,3.38,1.911,109.39,10.400763952073492,4.956369960082355,-0.282877296209335,12.2848997116089,1.85,3440.88,88.37535691,68.413,25.254513,75.892,38.0,2.887726685131771,6.9,2344.0,1.125278568019495,13.51118918,-0.0091632818803191,11.7274541416082,16.738741691605554,3.2,44.7470817120623,71.48984039935317,-0.697565734386444,9.84,-0.48068231344223,110.156112670898,1.0242600440979,9729.75,-1.272038206,2.0,9.55264564367104,201882.0,6.841,0.543526768684387
Armenia,98.4,100.0,3.60601921463938,0.275814294335581,58.82753775904461,10.373136395612246,41.25965884239685,2.404683761951064,6.69449890981904,0.0280352365225554,261.94,2.33650349,4.02,1.575,83.87,11.530031612223391,12.600000000000009,-0.314229518175125,9.66730403900146,0.0,7471.92,78.61225758,72.719,16.6857796,72.173,9.0,0.826887297512696,10.7,-12825.0,0.4182979040550212,33.65637939,-0.797183930873871,12.407896540091,98.03210396909029,2.5,35.5140186915888,81.99267935578331,-0.0190788023173809,8.38,-0.168567225337029,92.9023818969727,1.02129995822906,599.38,-1.516648726,6.0,24.6810162414224,5.0,8.378,0.0882339403033257
Australia,100.0,100.0,6.2235952519426645,0.124411410868125,47.25923749548233,2.6755288076011663,1.75609756097561,14.776136906625878,4.94105432186094,1.76448953151703,3755.45,2.439727414,4.28,1.581,112.1,17.42131455716444,4.268946393498666,1.52887463569641,13.131422996521,8.22,961.09,96.24,79.521,33.6237594,83.2,63.0,5.126261916138827,3.7,117929.0,1.923324062366273,6.745497859,0.933572053909302,16.2335929179415,3.339228447143923,2.5,38.4105960264901,86.20433558006249,1.89489328861237,10.89,1.51008522510529,99.9291534423828,0.979290008544922,60890.77,0.33349076,11.0,32.1204150724308,261044.0,3.618,1.31948041915894
Austria,100.0,100.0,0.0828769699169557,0.0290717473889363,31.476725642268537,1.385801776513109,6.345454545454546,6.632645737335458,3.5699786156552,1.25861942768097,148.01,2.407031025,2.88,1.44,100.45,47.29447406689288,4.806430201784593,1.46545016765594,8.84664344787598,0.0,7079.31,93.61409139,78.469,12.0623442,81.19268292682928,3.0,0.7696740084854945,3.7,20314.0,0.4216438525921221,12.16821803,0.637995362281799,19.1494297623302,108.52880513814831,2.5,40.9836065573771,84.84794115008522,1.28319978713989,35.77,1.70585024356842,101.644119262695,0.985939979553223,13700.08,-0.636129027,4.0,29.5004667251294,16652.0,5.268,1.40876078605652
Azerbaijan,98.3,100.0,16.169177659972075,0.0,57.84150030248034,4.764552126719961,155.14479359211336,3.39884957289227,5.98818904163466,-1.04057228565216,1326.73,2.277148228,4.7,1.7,129.02,13.832990925589836,4.616522963441284,-0.0406579151749611,13.0001859664917,0.18,3905.16,86.0,76.589,24.6248575,66.868,8.0,1.558797423512509,18.6,1084.0,0.4749328524843802,25.4950546,-0.931885719299316,6.47151357356977,122.65880217785843,2.5,18.3333333333333,92.02665064715198,-0.103344202041626,1.23,-0.624645590782166,99.8082962036133,0.993879973888397,993.56,-1.072936933,12.0,5.51915287902806,85.0,5.64,-1.4408358335495
"Bahamas, The",100.0,100.0,0.0157881838453418,0.0157881838453418,1.2987012987012987,0.5722083520709601,,6.042251476735117,10.7101925570542,1.25618994235992,4835.69,1.937438366,2.75,1.394,99.17,50.935064935064936,14.368209846334535,0.424218326807022,11.4419317245483,2.57,1.75,94.29380729,78.164,28.0314078,72.677,5.0,0.5490655421912018,13.2,0.0,0.0832029000838928,15.59065792,0.883432567119598,8.27893222526057,40.74985014985015,,17.9487179487179,82.15592350922189,-0.146485969424248,1.27,0.133635863661766,,,22.73,-0.838336791,6.0,8.55510453357711,1549.0,9.503,0.869135797023773
Bahrain,100.0,100.0,11.238745683888686,0.0005738014961859,10.253164556962028,0.2576611385824167,3877.5,21.97690780652589,5.00867408980183,0.139385640621185,5768.1,2.294022504,9.47,1.832,129.17,0.9113924050632912,4.860858271729924,0.640424907207489,9.29553604125977,136.16,103.71,100.0,74.131,37.5434058,79.174,3.0,11.940307397312568,6.9,-48716.0,0.116170557893262,59.21710593,-0.407028496265411,3.1971229176382,1852.23417721519,,20.0,50.66931484202792,0.970633506774902,0.0,0.438828617334366,92.3441925048828,1.03770005702972,492.66,-2.532947465,3.0,20.4512893274352,0.0,1.303,-1.41756176948547
Bangladesh,26.5,98.9910278320313,0.5362234815122062,0.0714250353793543,77.34501037105323,11.21760103515951,34.16190476190476,0.5106475592770943,22.6128372233556,-1.0755273103714,4713.82,2.197149976,2.01,2.003,125.2,14.468771606360914,7.099828775751576,-0.76255190372467,11.7342882156372,102.77,115.55,38.91744466,60.881,27.5937679,71.968,37.0,0.5310207392741425,27.3,-61154.0,0.1677021083221538,63.4255285,-1.09237110614777,5.6329625843332,1301.0390335714835,11.2,20.8571428571429,46.16862539611248,-0.927658915519714,27.96,-0.601339340209961,117.659454345703,1.13545429706573,4927.32,-1.007848748,5.0,4.88855578041463,17587.0,4.186,-0.752661883831024
Barbados,100.0,100.0,0.3087752065279592,0.0120661911332472,23.25581395348837,1.454398722795814,87.50000000000001,3.904871158169245,12.9005007432283,1.28457343578339,5526.64,2.39579205,4.43,1.628,102.71,14.651162790697676,11.333739872811208,0.428703635931015,12.7232999801636,0.0,0.0,85.82,74.369,29.2988771,77.393,3.0,8.40623368591308,11.9,0.0,0.1370847865817815,21.34389367,1.15202713012695,15.1562383101823,653.953488372093,2.5,26.6666666666667,88.70811220621682,0.476500302553177,4.68,0.358760207891464,95.5793075561523,0.99848997592926,67.79,-1.720125503,6.0,0.0086062021133549,17.0,7.955,1.12864553928375
Belarus,99.6,100.0,0.672071495838844,0.0,40.27593003202759,7.70846614482636,3.905882352941176,5.842407295900875,1.60865374337322,-0.57967621088028,282.69,2.462779189,5.83,1.474,102.53,43.27223454052722,-4.697449706953904,-0.851105093955994,12.8703756332397,0.0,6360.1,89.50733148,79.331,10.3440671,72.45721951219514,4.0,1.8208262590256328,2.7,13589.0,1.6953755754826891,16.42351285,-0.79387354850769,16.5527294408646,45.83683173195368,2.5,40.0,82.82051640501587,-1.33121407032013,8.39,-1.22155654430389,94.7119674682617,0.99277001619339,1352.11,0.309795159,3.0,13.842986650784,63479.0,3.467,-1.6263952255249
Belgium,100.0,100.0,0.0313099758855987,0.0074396610446494,45.101387054161165,0.6405805456350692,34.99166666666667,7.398130657746813,7.89790553547321,1.49504864215851,246.7,2.487935212,3.89,1.55,100.0,22.764200792602377,3.009902559277137,1.22765874862671,11.3198261260986,0.0,4734.95,94.00783071,71.158,14.3430128,80.69512195121952,2.0,0.691078974458262,4.1,53428.0,0.3955587964540598,12.6724532,0.575668811798096,19.2076193876575,382.6352377807133,2.5,42.6666666666667,85.03111858704794,1.25295519828796,12.28,1.34894239902496,101.821136474609,1.08149003982544,17015.55,0.631711173,8.0,17.838189781615,9143.0,5.541,1.29260873794556
Belize,83.0,97.6921463012695,0.4037166415696069,0.248890207067284,7.97895659798334,7.780876996195688,0.6618610747051115,1.741107715213929,15.935660184566,-0.237028583884239,5350.01,2.364860117,6.04,1.999,102.28,55.49715037264357,8.734311437820665,-0.356178641319275,17.8313503265381,22.56,0.44,61.9941698,66.322,28.032272,72.854,10.0,1.3016396418524212,11.2,0.0,0.520126919054697,21.17639652,0.426349759101868,4.80565075755753,17.53752740026304,4.9,12.5,65.09165920678784,-0.438766330480576,31.35,-0.720759093761444,99.9364624023438,0.988839983940125,14.0,-0.725982537,4.0,21.122102702229,9290.0,8.219,0.532865047454834
Benin,4.6,41.9736328125,0.0,0.0,35.03015253636041,26.89644607117892,1.262135922330097,0.6312048059644757,51.8319985999825,-0.124255605041981,6270.9,1.759182447,5.77,5.048,126.25,27.360322809506915,6.2532449140134645,-0.164296001195908,17.1879959106445,27.83,0.0,33.96533089,63.038,34.3433005,60.088,13.0,0.3187202570124486,83.5,1732.0,0.2378877933877571,46.8584555,-0.349461376667023,3.08886103536286,115.26157325292657,9.9,7.40740740740741,82.48869370482936,-0.348364651203156,46.2,-0.602389514446259,113.04891204834,0.897289991378784,290.5,-0.946850358,6.0,23.4877701634479,1705.0,1.411,-0.348290830850601
Bhutan,87.0,100.0,2.556626800766813,2.55008026319621,13.450445726271631,15.794779037163616,0.4332051282051281,1.340054316730226,18.2109373330241,1.51425933837891,557.39,2.088241223,8.89,1.433,77.75,71.50131095962244,4.421367402205917,0.556007385253906,19.6539344787598,1.16,6055.31,85.63688389,72.256,13.3811034,71.609,25.0,0.584492401353517,26.7,291.0,0.1259089754642682,40.29859817,0.86481773853302,6.03205670894466,20.385055060304143,,17.3913043478261,87.35181075082554,-0.381970435380936,87.45,0.672034561634064,103.799880981445,1.05822002887726,79.66,-1.703111464,4.0,49.6693358227634,1279.0,6.037,0.155555993318558
Bolivia,88.3,98.5562286376953,6.946392048582521,0.0,35.18819089818149,12.468725656647758,0.6879736408566722,1.5394646956031597,18.622322153459,-0.889222621917725,3400.88,2.195648795,3.55,2.651,115.45,46.72830545555247,3.605680382794717,-0.563976764678955,10.7916116714478,4.38,1554.09,65.9773785,72.014,27.8683892,64.467,21.0,2.2283364971085344,24.7,-4666.0,0.8242299675557352,26.83286559,-0.283260941505432,4.97840930778252,11.150624942305916,19.4,46.1538461538462,72.96294042475506,-1.21053624153137,16.86,-1.30090224742889,,0.994159996509552,152.33,-0.538462687,0.0,30.8655681180118,558393.0,4.059,-0.19810938835144
Bosnia and Herzegovina,41.65,100.0,0.0727072534827254,0.0,44.19921875,4.833313705441104,0.8486760563380281,6.312305874475313,1.80974774248712,-0.683835208415985,394.62,2.380679807,6.24,1.359,113.39,42.7326171875,4.10622693988563,-1.06442642211914,,0.0,5136.45,78.8455371,61.552,16.5631708,76.225,4.0,1.1032265026562444,5.6,-26857.0,0.3868433257282787,29.46633319,-0.439371019601822,17.7428631052696,63.88560546875,2.5,16.6666666666667,67.67406912673233,-0.157615318894386,37.71,-0.306685209274292,87.8222198486328,,932.51,-0.526955451,7.0,4.06265118305976,1019.0,11.827,-0.325712889432907
Botswana,65.7,73.7259063720703,0.8559992469346029,0.312892462524448,45.633723289749966,1.7585378429842349,9.184483333333333,2.2634631138367,44.9044531753364,0.661455094814301,3043.26,1.816983462,2.88,2.836,96.87,26.708309071339087,5.787917202948464,0.463997155427933,21.465087890625,0.0,623.23,73.5,66.847,32.0618607,65.647,11.0,1.3487634002800817,34.9,1816.0,1.1638514072012196,24.71873626,1.07751607894897,3.54835960700628,4.567294831754098,22.9,11.1111111111111,86.25363717553513,0.621043562889099,27.21,0.467351377010345,93.7229537963867,1.02254998683929,329.26,-0.046466396,5.0,29.1432570341637,1.0,23.607,0.446497648954391
Brazil,96.5,99.4621200561523,3.74676225993476,0.0,28.63909446360075,6.813181581587356,1.1868927751280691,1.942523356314845,13.7086408761723,-0.566063046455383,4610.22,2.294578247,4.01,1.649,113.77,59.27052749774471,2.900530615226927,-0.587532162666321,12.2794599533081,0.32,86.45,80.52775094,70.279,28.8111858,74.009,80.0,2.107043905414045,14.4,56880.0,0.8963722546522195,11.65399121,-0.331465899944305,9.29075512793776,25.64281323356632,4.7,17.7387914230019,72.80288290263353,-0.220437631011009,50.05,-0.257250934839249,103.4716796875,1.00648999214172,70291.66,-1.344535859,2.0,29.2563048918493,2991909.0,7.776,0.214864358305931
Brunei Darussalam,100.0,100.0,16.087494294009318,0.048553704286819,2.5426944971537004,1.096160288762411,1.0823529411764703,21.70581243986643,10.3409807344221,1.17481958866119,5674.13,1.992999912,6.05,1.796,119.3,72.10626185958255,-1.6283315451510845,1.4222446680069,,3.35,0.0,98.08,69.115,28.40594,74.795,33.0,3.483782633991737,11.5,-395.0,0.3121771056652895,7.680643971,1.25736796855927,5.46652328937687,84.51100569259962,,9.09090909090909,76.25159932312518,1.06704342365265,0.01,0.934209585189819,97.5303192138672,1.01873004436493,286.84,0.962921583,12.0,8.98938304297979,953.0,4.463,-0.816516160964966
Bulgaria,,99.8,0.530094933899043,0.0,46.48670965364776,3.861289875220977,24.171428571428567,4.923280379405005,2.21400417234221,-0.157897114753723,764.66,2.269553781,4.71,1.56,100.74,35.98010316875461,3.9264322212456895,-0.270799845457077,10.561671257019,0.0,4735.23,79.12686326,74.13,19.5628195,73.65853658536587,8.0,1.0067034210338457,6.3,-9902.0,0.6242746292011193,19.36594583,0.246252059936523,22.2651260546645,63.35430176860722,2.5,24.1666666666667,80.10006713769621,0.320686906576157,21.08,-0.107211574912071,87.2791290283203,0.983699977397919,4118.23,0.90957606,8.0,33.1122290722854,6684.0,4.185,0.285204857587814
Burkina Faso,11.7,18.9506874084473,12.6227866379498,0.0,46.56432748538012,18.497602691821765,6.544,0.2535331887475069,54.1048280089536,-0.0836108103394508,7009.28,1.848250052,4.14,4.869,118.84,22.53801169590643,1.7804921831274072,-0.825155377388,21.9580974578857,45.49,0.02,21.57982734,66.548,37.4378312,59.731,9.0,0.7159104627846062,82.6,-5665.0,0.4674463018592619,53.67033962,-1.7825174331665,2.56141374198483,80.77735014619883,16.2,16.9014084507042,79.04199835300577,-0.468305677175522,68.0,-0.607678949832916,82.3567962646484,1.04399132728577,246.26,-0.931090678,6.0,16.4263740899271,0.0,5.001,-0.633902013301849
Burundi,0.2,10.2338275909424,13.9163419337296,13.9163419337296,81.89252336448598,27.566714644379587,2.784294234592445,0.0583840218352736,51.1748058045556,-1.518141746521,2078.43,2.389672323,7.59,5.177,119.15,10.889408099688474,1.848999440172534,-1.26284074783325,20.6370830535889,0.0,25.73,5.804921577,79.278,27.6898651,61.566,14.0,0.102959750256685,52.6,-10186.0,0.1339082662703401,33.27977863,-1.18886947631836,2.46672187295383,488.75440031152647,,38.2113821138211,99.92770075723944,-0.947485685348511,83.25,-1.27713978290558,103.900749206543,1.05725002288818,33.27,0.527237102,2.0,7.59147171158893,2272.0,0.86,-1.38799297809601
Cabo Verde,81.8,95.5214157104492,0.827766044177785,0.302055747087689,19.6029776674938,4.821049244605513,8.433333333333334,1.0651517231909928,15.8291786031253,0.983122944831848,3660.66,2.294172303,2.52,1.908,74.78,11.419354838709678,17.116790657369037,-0.0262028370052576,15.1129817962646,0.0,0.0,69.76225648,61.514,33.1915006,74.808,4.0,0.1599746000961142,13.5,-1274.0,0.1020795654263353,51.11721004,0.929428398609161,5.36840930935054,145.88709677419354,18.2,38.8888888888889,78.75778696108061,0.263682216405869,23.24,0.365232169628143,96.9894180297852,1.00568997859955,21.5,-0.670956504,1.0,0.0155917026419135,0.0,12.066,0.935108244419098
Cambodia,44.5,82.5017166137695,0.0316430241693597,0.0,34.552117040561974,22.230203199182384,1.810945273631841,1.13758365931038,23.0343168225405,-1.24149858951569,6210.77,2.131974419,5.09,2.381,123.74,44.82596872875595,5.2398102893046,-0.351662397384644,15.7361831665039,63.68,0.0,60.1524023,79.45,31.5625598,70.416,39.0,1.0877951961534098,24.8,-22308.0,0.2917993234070425,22.1120864,-0.0361724458634853,5.27259166472753,93.97814978472694,4.8,20.8,84.24832003105215,-0.709801018238068,51.41,-0.866584658622742,109.959075927734,1.03767263889313,166.15,1.721173692,10.0,31.7682744960261,144246.0,0.217,-1.30916702747345
Cameroon,22.8,65.4467086791992,4.9676316564512,2.63967847889126,20.62575363330584,16.97989645750123,0.3986813186813187,0.3747826580313597,51.8162254693138,-1.12793481349945,4488.25,1.831923565,4.35,4.543,107.84,42.9110448266379,3.582796319260524,-0.881544709205627,12.766975402832,4.9,0.66,45.60217394,72.463,26.8732423,60.833,46.0,0.67183900192544,69.8,-9889.0,2.3554885977310027,64.47088106,-1.35294902324677,2.73698475900564,57.53766156840346,6.4,33.8888888888889,87.73320469864281,-0.898889482021332,78.94,-1.04537618160248,110.715507507324,0.889680445194244,1130.5,-0.163797677,6.0,10.9762421976537,168798.0,3.696,-1.14824461936951
Canada,100.0,100.0,2.171311720168907,0.0,6.484576786100334,1.8397893111812245,1.2720350877192983,13.599374917877329,4.77225226729925,1.65857982635498,77.23,2.523194195,6.63,1.41,111.63,39.47012792563178,3.8198663391339664,1.56707048416138,11.0546884536743,0.0,14553.98,92.83401664,79.762,-3.2466338,81.67048780487805,18.0,2.634855371747528,5.0,195181.0,1.238721927596496,7.100156005,0.772814035415649,18.0184265996951,4.3495053875999865,2.5,30.4733727810651,88.20092615300278,1.67709279060364,23.85,1.56622016429901,96.2922668457031,1.00258994102478,65821.57,-1.001800581,9.0,11.3811168673874,2524986.0,5.418,1.43496835231781
Caribbean small states,89.58453547151335,98.91225037275858,5.866542522634209,0.3688695277299366,4.599086081264666,4.349633234482915,1.083722723583703,4.402687901087046,10.816382521186284,,,,8.06386620158984,1.6712894069451718,,89.74855674941337,13.21720542160665,,8.58953094482422,,,80.2735734143513,66.77846225047834,,72.57920387875082,61.0,2.225807982599324,16.52820373802295,2389.0,0.2591646377697734,18.550881004517173,,8.146036369999875,18.48061504260837,8.007829536943241,25.900900900900915,76.51337244403435,,7.3601222067039105,,95.2372512817383,1.01545000076294,696.2800000000001,,5.307692307692308,7.201015399486584,,6.636309340131276,
Central African Republic,0.900000000000001,15.6802768707275,0.55724019830389,0.0,7.881472920478988,36.21710999999997,0.051418439716312,0.0442820726854849,59.061166797196,-1.24606657028198,5446.6,1.981811772,8.46,5.985,147.99,35.75235160037241,0.5021100000000018,-1.7093962430954,10.7420520782471,0.76,0.0,10.58263964,70.484,29.4062052,54.604,16.0,1.891908452523105,99.9,-24803.0,1.989245608288945,46.3767539,-2.16247296333313,2.47886962803808,8.759757937654499,48.7,12.8571428571429,81.35251687758297,-1.47418415546417,90.45,-1.70115745067596,,,17.32,0.879602117,6.0,18.0648236496529,67181.0,6.256,-1.21139430999756
Central Europe and the Baltics,100.0,99.9864361944448,0.3532075441385058,0.0362145497624091,46.18865433788542,3.057776357051594,11.873687422565045,5.857205849544673,4.644256134385352,,,,3.62802632452593,1.5552454673566896,,34.58928003676681,4.127485008471027,,10.8769035339355,,,86.21572079298838,73.03814908859981,,76.08771684462799,50.0,0.862614776734857,4.622352795696288,-29918.0,0.5969139759215794,18.639740834345567,,19.26396669190421,91.78051454720848,2.516114021515311,25.06938020351527,77.04550159113528,,19.68565323731232,,95.7385864257812,0.993629992008209,93070.97999999998,,7.0,28.43436222457465,,4.030269409837407,
Chad,8.0,11.2685585021973,13.53992339937885,3.96481088683242,39.9761753494282,22.59510248585833,5.864000000000001,0.0942281870969025,63.4475184752633,-1.48808419704437,6246.3,1.588090431,4.17,6.346,130.28,3.3365099269377385,2.235979674662161,-1.42290568351746,16.7226104736328,8.84,180.63,17.8688792,60.232,39.8125951,52.777,16.0,3.5710417976267648,107.1,9016.0,1.6656707236735584,59.2825236,-1.48370337486267,2.03263783372745,13.643376747141042,31.4,25.8883248730964,67.24536556326231,-1.14935708045959,73.74,-1.37252998352051,90.3641204833984,0.752399981021881,14.07,-0.066651686,6.0,20.971255019332,5095.0,0.992,-1.47625410556793
Chile,100.0,100.0,9.415391089099671,0.0,14.25027705599759,3.544385694804486,3.996384180790961,4.39515106359663,7.11162087300677,0.968280136585236,123.55,2.447063078,3.18,1.537,105.36,24.65747271132917,2.4404034003461845,0.546773970127106,19.3549995422363,0.0,5939.79,90.19336882,67.788,17.2510552,79.377,19.0,0.6111576728151846,6.6,98439.0,0.3419338908199167,22.76585719,0.118578858673573,12.3955778026311,26.217007472442344,2.5,35.4838709677419,72.79719886379615,0.978411138057709,26.73,0.690400660037994,99.3652267456055,0.979330003261566,8979.79,-2.440588088,4.0,37.8614581067479,71610.0,9.071,0.972975134849548
China,83.2,100.0,1.011566517838115,0.0,55.46264942944396,7.299999432110075,20.209747946958657,7.756137906597689,3.54971055780421,0.0159702487289906,955.04,2.532732755,6.37,1.281,111.75,23.63152826790197,2.989084086036528,0.495032012462616,10.8503179550171,3.96,8040.49,75.61131603,75.933,18.7506554,78.077,73.0,0.8406811572532068,6.9,-33649.0,0.3804976332648289,47.67263439,-0.441073626279831,12.5982619560395,150.4397536910657,2.5,24.9411764705882,83.9544010983677,-0.418417632579803,14.81,-0.0414439849555492,100.171730041504,1.01161003112793,669744.3,0.723574946,3.0,14.7465114295171,536655.0,4.967,-1.60957491397858
Colombia,93.3,99.9991073608398,4.214525286949862,0.0,38.50202794051374,8.304634590583069,1.3573738815850815,1.5522594228207756,10.3397734089232,-0.361808151006699,4291.23,2.266690119,2.2,1.737,110.64,53.12539585398828,7.2565628739360335,0.0144156282767653,15.6797199249268,5.25,215.11,72.79637704,68.308,28.3728129,74.769,58.0,1.5149302422183322,12.8,229437.0,0.4668742387444325,22.01072747,-0.641925930976868,8.47231076171452,46.43223253717891,6.6,28.8770053475936,67.88439703202978,0.140449166297913,31.31,-0.426875531673431,106.488357543945,1.00679004192352,9296.64,0.350813386,11.0,16.6704835011565,265168.0,9.414,0.166357532143593
Comoros,11.3,87.9426040649414,1.62054641457388,1.62054641457388,71.46695325094036,36.41219601272071,0.8333333333333334,0.4071121828506784,44.0713381221766,-1.2444132566452,4439.91,1.984915917,4.3,4.052,106.65,17.452982267598067,2.38767848524202,-1.68251287937164,10.4760227203369,0.0,0.0,27.33694319,45.395,26.0954445,64.166,5.0,0.2937581962027671,49.7,-1772.0,0.0580721588357732,17.15567571,-0.230514869093895,4.33403294110642,441.4965072541645,13.5,16.6666666666667,59.71963798616255,-1.20053803920746,39.05,-1.31371796131134,106.206192016602,1.02289998531342,3.4,-1.306824019,6.0,0.714060862821236,165.0,5.695,-0.868450522422791
